    0.491800665855407715E+00    0.347398181557655334E+03   -0.230062168496294568E+02
    0.423988342285156250E+00    0.329342152476310730E+03   -0.215281220930593520E+02
    0.365272223949432373E+00    0.310781292915344238E+03   -0.202428363112783494E+02
    0.151161670684814453E+00    0.679922330379486084E+02   -0.200270554106295648E+02
    0.200401844158403897E+00    0.122306017499351512E+03   -0.198062618510621569E+02
    0.476658761501312256E+00    0.377712084650993347E+03   -0.192759615391555421E+02
    0.419462385164229734E+00    0.355918214660314163E+03   -0.188937955139361904E+02
    0.239049792289733887E+00    0.212129690051078796E+03   -0.188704235714605062E+02
    0.299855291843414307E+00    0.284278808832168579E+03   -0.188292797492648667E+02
    0.193766562656942698E+00    0.131094108352631906E+03   -0.186168470530978247E+02
    0.200463056564331055E+00    0.141351618170738220E+03   -0.186095538856204215E+02
    0.141607999801635742E+00    0.708112645149230957E+02   -0.185490461998428451E+02
    0.417023062705993652E+00    0.360316910147666931E+03   -0.184769227469661068E+02
    0.163204550743103027E+00    0.940113532543182373E+02   -0.184747145088926281E+02
    0.224728822708129883E+00    0.193701114058494568E+03   -0.184253874832103257E+02
    0.448665261268615723E+00    0.376521010994911194E+03   -0.184104987669928590E+02
    0.302544057369232178E+00    0.294455130696296692E+03   -0.182926301281749133E+02
    0.210381507873535156E+00    0.168290777802467346E+03   -0.182032052563438747E+02
    0.297918498516082764E+00    0.292404412031173706E+03   -0.181978199406415300E+02
    0.244839704707198125E+00    0.241003543932025138E+03   -0.181191753422141275E+02
    0.233920872211456299E+00    0.226180391311645508E+03   -0.180297499274628485E+02
    0.191505312919616699E+00    0.139360688924789429E+03   -0.179901616533569602E+02
    0.186098635196685791E+00    0.131136514544487000E+03   -0.179816187537726364E+02
    0.219362556934356689E+00    0.196933143138885498E+03   -0.179602306473125282E+02
    0.329341709613800049E+00    0.318665235042572021E+03   -0.179381426514443447E+02
    0.326036989688873291E+00    0.316568579077720642E+03   -0.179335908689154060E+02
    0.351206302642822266E+00    0.333401386737823486E+03   -0.178679013295837805E+02
    0.228084802627563477E+00    0.220643027424812317E+03   -0.178494192593058010E+02
    0.307082200889222168E+00    0.306120114354773193E+03   -0.177714312683822513E+02
    0.186405539512634277E+00    0.137143911719322205E+03   -0.177039827954478248E+02
    0.395797487900816314E+00    0.361111306380087797E+03   -0.176945556642121531E+02
    0.324015438556671143E+00    0.319290082454681396E+03   -0.176802491927194581E+02
    0.365451276302337646E+00    0.344728602766990662E+03   -0.176784419739678320E+02
    0.292748630046844482E+00    0.299113156199455261E+03   -0.175557331192099646E+02
    0.278707802295684814E+00    0.288061480522155762E+03   -0.175395607429340856E+02
    0.312577605247497559E+00    0.314384950995445251E+03   -0.175101070112797466E+02
    0.196404723094538741E+00    0.162819596650829254E+03   -0.173966140087840806E+02
    0.314260005950927734E+00    0.317660330533981323E+03   -0.173874929736071877E+02
    0.198366880416870117E+00    0.168084602355957031E+03   -0.173601851468522028E+02
    0.292983293533325195E+00    0.303353031277656555E+03   -0.173283339822833433E+02
    0.288633048534393311E+00    0.300069202780723572E+03   -0.173242918665322847E+02
    0.294123411178588867E+00    0.304310976266860962E+03   -0.173232729423705472E+02
    0.377206802368164062E+00    0.358711691498756409E+03   -0.172390957748716183E+02
    0.298043847084045410E+00    0.308920018672943115E+03   -0.172311653307750490E+02
    0.199740409851074219E+00    0.176376138925552368E+03   -0.172091849368253378E+02
    0.231536805629730225E+00    0.245594992041587830E+03   -0.171788701799640862E+02
    0.329211378127717613E+00    0.331322858624038304E+03   -0.171752165633719365E+02
    0.278633892536163330E+00    0.295723705291748047E+03   -0.171295045500742695E+02
    0.195053756237030029E+00    0.169264222979545593E+03   -0.171057215200595820E+02
    0.218482673168182373E+00    0.226342819929122925E+03   -0.171035624102736321E+02
    0.389719724655151367E+00    0.368195157051086426E+03   -0.170902092032428250E+02
    0.148989301494009824E+00    0.960349998264506297E+02   -0.170696727783589672E+02
    0.250190794467926025E+00    0.271686627268791199E+03   -0.170271125516244588E+02
    0.391469955444335938E+00    0.370309169888496399E+03   -0.170261490924534264E+02
    0.326696217060089111E+00    0.333653165698051453E+03   -0.169599251760095591E+02
    0.328033149242401123E+00    0.334553636908531189E+03   -0.169578779423897501E+02
    0.196577072143554688E+00    0.178529183864593506E+03   -0.169519490919109508E+02
    0.175615370273590088E+00    0.136596836447715759E+03   -0.169458352082407444E+02
    0.835423469543457031E-01    0.346072691679000854E+02   -0.169302568471271613E+02
    0.360331750360644965E+00    0.355605755997453628E+03   -0.168856619590083561E+02
    0.278943955898284912E+00    0.301431738138198853E+03   -0.168548210525212596E+02
    0.872841477394104004E-01    0.377583968639373779E+02   -0.168530296157119253E+02
    0.120176315307617188E+00    0.666790354251861572E+02   -0.168306012112981378E+02
    0.326081633567810059E+00    0.335909475684165955E+03   -0.168208091772292576E+02
    0.298969686031341553E+00    0.317510919570922852E+03   -0.168151625597612728E+02
    0.229918181896209717E+00    0.253597761988639832E+03   -0.167985921573781631E+02
    0.168927306762186730E+00    0.129756121140024675E+03   -0.167725536323678845E+02
    0.213852703571319580E+00    0.229214610457420349E+03   -0.167683065955736481E+02
    0.303317010402679443E+00    0.321892006993293762E+03   -0.167512918392620307E+02
    0.391783714294433594E+00    0.376053063869476318E+03   -0.167350908814545178E+02
    0.244343757629394531E+00    0.272866060137748718E+03   -0.167090945332894556E+02
    0.351658344268798828E+00    0.353998716473579407E+03   -0.167059280088314637E+02
    0.229695320129394531E+00    0.256200166344642639E+03   -0.166918926895282347E+02
    0.210134029388427734E+00    0.224731488823890686E+03   -0.166895996800086515E+02
    0.201919078826904297E+00    0.205192052125930786E+03   -0.166852027313721507E+02
    0.170448184013366699E+00    0.134587695002555847E+03   -0.166763753607031084E+02
    0.184212446212768555E+00    0.160524662137031555E+03   -0.166716517324588231E+02
    0.217623651027679443E+00    0.239543639421463013E+03   -0.166620983691084952E+02
    0.152013694483692091E+00    0.107015126827016132E+03   -0.166588993061602189E+02
    0.287060985781995293E+00    0.312547233077808585E+03   -0.166244637677868496E+02
    0.355244457721710205E+00    0.357983370423316956E+03   -0.166130598975905741E+02
    0.265452265739440918E+00    0.295255111455917358E+03   -0.166119513775758811E+02
    0.150693356990814209E+00    0.106441940665245056E+03   -0.165930998368528009E+02
    0.255415678024291992E+00    0.286627890467643738E+03   -0.165922328927007356E+02
    0.867807269096374512E-01    0.390888679027557373E+02   -0.165899899493950116E+02
    0.260618090629577637E+00    0.291578291654586792E+03   -0.165848853527659870E+02
    0.235058486461639404E+00    0.265831186175346375E+03   -0.165767139176136205E+02
    0.124307581735811704E+00    0.741850511306129619E+02   -0.165718216869146246E+02
    0.124196946620941162E+00    0.741799372434616089E+02   -0.165629397613583613E+02
    0.200212538242340088E+00    0.207597919106483459E+03   -0.165412697725394651E+02
    0.342167139053344727E+00    0.351679905056953430E+03   -0.165375930348890989E+02
    0.207889080047607422E+00    0.226330156922340393E+03   -0.165309751355241090E+02
    0.152271844717210475E+00    0.110056128895936524E+03   -0.165217571303609994E+02
    0.323338150978088379E+00    0.340142591595649719E+03   -0.165212541285571639E+02
    0.292052626609802246E+00    0.318734078407287598E+03   -0.165091341777258300E+02
    0.243773997243835749E+00    0.277326472223493113E+03   -0.165000882037175991E+02
    0.168325543403625488E+00    0.136294593214988708E+03   -0.164716106691937618E+02
    0.319223165512084961E+00    0.338892709016799927E+03   -0.164523373442089422E+02
    0.215028118605670143E+00    0.242279516041985943E+03   -0.164506281223152762E+02
    0.211734056472778320E+00    0.236787776947021484E+03   -0.164483373014547247E+02
    0.375644683837890625E+00    0.373119961023330688E+03   -0.164476535475487751E+02
    0.197202205657958984E+00    0.204078187346458435E+03   -0.164462849031151421E+02
    0.263827860355377197E+00    0.297621612548828125E+03   -0.164432541117881748E+02
    0.252975642681121826E+00    0.287894879579544067E+03   -0.164390511105287871E+02
    0.268056708476601957E+00    0.301462874421004585E+03   -0.164336007920139551E+02
    0.173304140567779541E+00    0.146574284434318542E+03   -0.164269465734332520E+02
    0.385288645937808649E+00    0.379286744825230187E+03   -0.164088704030697059E+02
    0.123291134834289551E+00    0.752775299549102783E+02   -0.164071395677372180E+02
    0.341362059116363525E+00    0.354037018418312073E+03   -0.164020814350218807E+02
    0.181650698184967041E+00    0.164795683622360229E+03   -0.163983175928832736E+02
    0.318750202655792236E+00    0.339898969531059265E+03   -0.163906205813475765E+02
    0.920666456222534180E-01    0.448219555616378784E+02   -0.163900418458129913E+02
    0.209964153078030458E+00    0.236407424295791003E+03   -0.163718375162906753E+02
    0.207535624504089355E+00    0.232075156569480896E+03   -0.163670881854343371E+02
    0.127993965121800835E+00    0.812948157796699604E+02   -0.163661810734685282E+02
    0.156128406524658203E+00    0.119106658101081848E+03   -0.163656927318685526E+02
    0.173140168190002441E+00    0.148295347690582275E+03   -0.163614912928156144E+02
    0.254365980625152588E+00    0.291142534017562866E+03   -0.163572162154270906E+02
    0.362240016460418701E+00    0.367507036328315735E+03   -0.163540762526941421E+02
    0.228292226791381836E+00    0.263864665031433105E+03   -0.163494360482987204E+02
    0.211307287216186523E+00    0.239620139002799988E+03   -0.163480161228646992E+02
    0.201770007610321045E+00    0.220950402617454529E+03   -0.163425196558626631E+02
    0.373245411929818471E+00    0.374303271744979895E+03   -0.163306906500552707E+02
    0.984528064727783203E-01    0.509419220685958862E+02   -0.163306322739822214E+02
    0.190552413463592529E+00    0.190889509320259094E+03   -0.163296029768719215E+02
    0.175181090831756592E+00    0.153439761996269226E+03   -0.163280988532963214E+02
    0.155510233781013529E+00    0.119325399397601544E+03   -0.163151846980534359E+02
    0.332026779651641846E+00    0.350367333292961121E+03   -0.163034399766989750E+02
    0.179547905921936035E+00    0.164233483672142029E+03   -0.162897769909852883E+02
    0.351555347442626953E+00    0.362722151279449463E+03   -0.162861226189228852E+02
    0.176819205284118652E+00    0.158823792934417725E+03   -0.162729371537807808E+02
