    0.976763069629669189E+00    0.302617090940475464E+02   -0.112398284898137081E+04   -0.898719681805838810E+01    1
    0.977611005306243896E+00    0.309293645620346069E+02   -0.110257078949605875E+04   -0.898732181805794816E+01    1
    0.961021542549133301E+00    0.311517494916915894E+02   -0.105784982399633736E+04   -0.898744681805794166E+01    1
    0.998535394668579102E+00    0.343497323989868164E+02   -0.104018600666591283E+04   -0.898757181805819094E+01    1
    0.934103131294250488E+00    0.317215222120285034E+02   -0.981656869195390414E+03   -0.898769681805807608E+01    1
    0.898596763610839844E+00    0.303792852163314819E+02   -0.946453365661050725E+03   -0.898782181805786529E+01    1
    0.954083085060119629E+00    0.345177310705184937E+02   -0.944418361891276049E+03   -0.898794681805782680E+01    1
    0.952502489089965820E+00    0.351395535469055176E+02   -0.925233025268408596E+03   -0.898807181805778654E+01    1
    0.958248257637023926E+00    0.358022022247314453E+02   -0.919862894634158920E+03   -0.898819681805801274E+01    1
    0.971003174781799316E+00    0.368958103656768799E+02   -0.917845659635236643E+03   -0.898832181805832953E+01    1
    0.966629028320312500E+00    0.366417574882507324E+02   -0.915567176345344365E+03   -0.898844681805811874E+01    1
    0.993188619613647461E+00    0.388696330785751343E+02   -0.913916781181009924E+03   -0.898857181805809446E+01    1
    0.979752779006958008E+00    0.383211600780487061E+02   -0.901288362215536154E+03   -0.898869681805808263E+01    1
    0.907173573970794678E+00    0.326291906833648682E+02   -0.900580339769361103E+03   -0.898882181805790736E+01    1
    0.955228388309478760E+00    0.364976871013641357E+02   -0.897284599105833536E+03   -0.898894681805828633E+01    1
    0.976693093776702881E+00    0.385674315690994263E+02   -0.890141306818805674E+03   -0.898907181805815547E+01    1
    0.887133359909057617E+00    0.315843987464904785E+02   -0.888336125114144920E+03   -0.898919681805778481E+01    1
    0.982850492000579834E+00    0.393103349208831787E+02   -0.885219375970867873E+03   -0.898932181805789199E+01    1
    0.990227222442626953E+00    0.400766450166702271E+02   -0.882282872480110655E+03   -0.898944681805785883E+01    1
    0.978654265403747559E+00    0.393836218118667603E+02   -0.876042785816671199E+03   -0.898957181805795891E+01    1
    0.901891231536865234E+00    0.333226311206817627E+02   -0.872168818492040486E+03   -0.898969681805801812E+01    1
    0.913412034511566162E+00    0.343807744979858398E+02   -0.868247671423418410E+03   -0.898982181805786240E+01    1
    0.963632941246032715E+00    0.386481243371963501E+02   -0.864536745529893210E+03   -0.898994681805776708E+01    1
    0.985404253005981445E+00    0.405462819337844849E+02   -0.863975886311970726E+03   -0.899007181805800570E+01    1
    0.895421028137207031E+00    0.334857898950576782E+02   -0.855550828297216299E+03   -0.899019681805840598E+01    1
    0.952207386493682861E+00    0.385145473480224609E+02   -0.846759833993733196E+03   -0.899032181805834973E+01    1
    0.970983862876892090E+00    0.403676646947860718E+02   -0.842161045095202780E+03   -0.899044681805811230E+01    1
    0.992719173431396484E+00    0.424925673007965088E+02   -0.838747226943135843E+03   -0.899057181805796901E+01    1
    0.995327770709991455E+00    0.429719257354736328E+02   -0.834285471519578664E+03   -0.899069681805819165E+01    1
    0.891521453857421875E+00    0.342582333087921143E+02   -0.829611258253702204E+03   -0.899082181805816738E+01    1
    0.937326252460479736E+00    0.385147559642791748E+02   -0.820241467981546634E+03   -0.899094681805816798E+01    1
    0.997960686683654785E+00    0.444237279891967773E+02   -0.812794184332975306E+03   -0.899107181805847233E+01    1
    0.845546007156372070E+00    0.313512700796127319E+02   -0.812114944967314386E+03   -0.899119681805846227E+01    1
    0.890618562698364258E+00    0.350069779157638550E+02   -0.810852877546866921E+03   -0.899132181805841491E+01    1
    0.940777719020843506E+00    0.394078630208969116E+02   -0.808433109688904437E+03   -0.899144681805815971E+01    1
    0.875626027584075928E+00    0.339633959531784058E+02   -0.806720698099990614E+03   -0.899157181805797556E+01    1
    0.822933673858642578E+00    0.300056743621826172E+02   -0.802115766400417101E+03   -0.899169681805813603E+01    1
    0.857542216777801514E+00    0.328704971075057983E+02   -0.798239272857694345E+03   -0.899182181805803005E+01    1
    0.888007700443267822E+00    0.354172009229660034E+02   -0.797071765226586422E+03   -0.899194681805793117E+01    1
    0.947781264781951904E+00    0.406296241283416748E+02   -0.797069207311294917E+03   -0.899207181805812006E+01    1
    0.942753732204437256E+00    0.403794097900390625E+02   -0.793208120689086513E+03   -0.899219681805798210E+01    1
    0.832936882972717285E+00    0.315701919794082642E+02   -0.782598262774433579E+03   -0.899232181805779440E+01    1
    0.986243247985839844E+00    0.451717215776443481E+02   -0.781208662319178416E+03   -0.899244681805783408E+01    1
    0.909239888191223145E+00    0.384762454032897949E+02   -0.772095778818680060E+03   -0.899257181805793770E+01    1
    0.990850687026977539E+00    0.462324309349060059E+02   -0.771551481316026752E+03   -0.899269681805793475E+01    1
